entry,rootWrd,fonetik,index,pos,label,def,exp,asal,passive,diaLan,domain,sinonim,references,keep,reason,category
trem,trem,trem,3,kata nama,bahasa basahan,troli yg digunakan di pasar raya.,,"daripada Ing tram daripada ? German traam rasuk, galang'",,,,,,False,拟声词,interjection
trendi,trendi,trendi,,adjektif,bahasa basahan,(berkenaan dengan fesyen atau cara berpakaian) kelihatan bergaya dan terkini,Majalah ini memaparkan cara utk tampil trendi dengan berhijab.,,,,,,,False,拟声词,interjection
troli,troli,,,,,li-,,"daripada Ing trolley daripada ? troll menarik (umpan) dalam air, biasanya di perahu'",,,,,,False,无有效定义,incomplete
trompet2,trompet2,trompet,,,,,,,,,,,,False,无有效定义,incomplete
tsb,tsb,,,,singkatan bagi,tersebut..,,,,,,,,False,元数据条目,meta
tsetse,tsetse,set.si,,,,,,,,,,,,False,无有效定义,incomplete
tst,tst,,,,singkatan bagi,tahu sama tahu.,,,,,,,,False,元数据条目,meta
ttg,ttg,,,,singkatan bagi,tentang..,,,,,,,,False,元数据条目,meta
tua bengkok,tua bangka,,,,bahasa kasar,,,,,,,,,False,无有效定义,incomplete
bertuan,tuan,ber.tuwan,4,kata kerja tak transitif,bahasa basahan,memanggil atau menyebut sso dengan panggilan tuan semasa bercakap,"Pertama-tama sekali ja nganlah bertuan dengan saya, saya tidak selesa. Saya tidak menyuruh mereka berpatik dan bertuan dengan saya tetapi mereka sendiri yg menyebutnya.",,,,,,,False,拟声词,interjection
bertuan-tuan,tuan,ber-tu-wan tuwan,,kata kerja tak transitif,bahasa basahan,memanggil atau menyebut sso dengan panggilan tuan berulang kali,"Tak perlulah bertuan-tuan, cukup dengan panggilan Zahar atau Encik Zahar sahaja.",,,,,,,False,拟声词,interjection
ketuangan,menuang:,ketuwanan,,,,,,,,Indonesia,,,,False,无有效定义,incomplete
tuang?,tuang?,tu-wan,,kata kerja tak transitif,bahasa basahan,"tidak hadir ke sekolah, bilik kuliah, tempat kerja dan sebagainya tanpa kebenaran atau tanpa alasan yg munasabah kerana malas, ada urusan lain dan sebagainya",Ramai pelajar yg tuang kelas dan membuat pelbagai kerenah yg mengakibatkan mereka tercicir dalam pelajaran / Minggu ini sudah tiga kali Mamat tuang kerja.,,,,,,,False,拟声词,interjection
tuantu,tuantu,tu-wan-tu,,kata nama,bahasa basahan,tuan itu,"Tuan, hitungan tuantu memang munasabah. / ika tuantu membunuh hamba mohonlah pacal yg hina ini dikebumikan di dalam lubang!.",,,,,,,False,拟声词,interjection
penuas,tuas1,penu-was,,kata nama,,tuas,Kerja-kerja mengangkat barang ini boleh dilakukan dengan menggunakan penuas.,,,,,,,False,无有效定义,incomplete
tuau,tuau,tuwaw,,,,,,,,,,,,False,无有效定义,incomplete
tuba,tuba,tuba,,,,,,,,,,,,False,无有效定义,incomplete
tuban,tuban,tu-ban,,,,,,,,,,,,False,无有效定义,incomplete
tubing1,tubing1,tubin,,,,,,,,,,,,False,无有效定义,incomplete
tub-tub,tub-tub,tup tup,,,bahasa basahan,varian tup-tup,,,,,,,tup-tup,False,拟声词,interjection
bertubuh,tubuh badan,bertubuh,2,adjektif,bahasa basahan,(berkenaan dengan badan) agak gemuk,Dia kelihatan lebih bertubuh daripada dahulu.,,,,,,,False,拟声词,interjection
setubuh. bersetubuh menyetubuhi per-,setubuh. bersetubuh menyetubuhi per-,,,,,r-,,,,,,,,False,无有效定义,incomplete
tudung1,tudung1,tu-dun,3,kata nama,bahasa basahan,tudung saji;. kata kerja transitif,,,,,,,,False,拟声词,interjection
tudung2,tudung2,tu-dun,,,,,,,,,,,,False,无有效定义,incomplete
tudung3,tudung3,tudun,,,,,,,,,,,,False,无有效定义,incomplete
tuha,tuha,tuha,,adjektif,bahasa klasik,tua,"Setelah sudah didengarnya kata perempuan tuha itu, maka diberinya perempuan tuha itu beberapa ratus dinar.",,,,,,,False,无有效定义,incomplete
tuing,tuing,tuwin,,,,,,,,,,,,False,无有效定义,incomplete
tuja,tuja,tu.d3a,,,,,,,,Johorean (Johor),,,,False,无有效定义,incomplete
tujai,tujai,tud3aj,,,,,,,,Johorean (Johor),,,,False,无有效定义,incomplete
penuju,tuju',pe-nu-d3u,,,,,,,,,,,,False,无有效定义,incomplete
ketuju,tuju',ke.tud3u,,,,,,,,,,,,False,无有效定义,incomplete
tujuh-tujuh,tujuh,tud3uh tu-d3uh,2,kata bilangan,bahasa basahan,ketujuh-tujuh,Anak Pak Long tujuh-tujuh perempuan.,,,,,,,False,拟声词,interjection
menujuh,tujuh,me-nud3uh,,,,,,,,,,,,False,无有效定义,incomplete
tukang kebut,tukang1,,,,,,,,,Indonesia,,,,False,无有效定义,incomplete
tukang pesona,tukang1,,b,,kata arkaik; bahasa basahan,pemimpin rakyat yg tidak amanah;,,,,,,,,False,拟声词,interjection
tukang seter,tukang riba,,,,bahasa basahan,orang yg bertugas sebagai penyusun huruf dalam kerja-kerja percetakan;,,,,Indonesia,,,,False,拟声词,interjection
tukang ukur jalan,tukang riba,,a,,bahasa basahan,orang yg kerjanya mengukur atau menyukat tanah utk dibuat jalan;,,,,,,,,False,拟声词,interjection
menukang!,tukang riba,,,kata kerja transitif,,ditu,,,[menukani,,,,,False,无有效定义,incomplete
menukar,bertukar se-,menukar,,,,.,,,,,,,,False,无有效定义,incomplete
tulang hitam,be,,,,bahasa basahan,bahagian dalam tulang atau tubuh;,Sakit pada kakinya te rasa bagai mencucuk-cucuk hingga ke tulang hitam.,,,,,tulang sumsum,,False,拟声词,interjection
tum,tum,,,,,[,,,,,,,,False,无有效定义,incomplete
tumbuhan semu-,menumbuhkan,,,,simbol bagi,"tumbuhan yg menyempurnakan keseluruhan kitar hidupnya dalam satu musim tanaman, misainya padi dan jagung;",,,,,Biologi,,,False,元数据条目,meta
tumbuk2,tumbuk2,tum-bu?,,,,,,,,,,,,False,无有效定义,incomplete
tumit bagai lengkuas muda tumit spt pauh dilarik tumit,tumit,,,,,umit,,,,,,,,False,无有效定义,incomplete
tumpak1,tumpak1,tumpa?,,,,,,,,,,,,False,无有效定义,incomplete
tumpang,tumpang,tum-pan,,,,,,,,,,,,False,无有效定义,incomplete
tumpang sekaki,tumpang bertanya,,,,bahasa basahan,turut serta dengan sso atau kumpulan dalam melakukan sesuatu,Boleh saya tumpang sekaki?,,,,,,,False,拟声词,interjection
tumpang tanya,tumpang bertanya,,,,bahasa basahan,tumpang bertanya;,,,,,,,,False,拟声词,interjection
tumpar,tumpar,tum-par,1,adjektif,bahasa basahan,terlalu letih hingga tidak berdaya lagi;,,,,Perak,,ktt,,False,拟声词,interjection
tumpas2,tumpas2,tumpas,,,kata arkaik,,,,,,,,,False,无有效定义,incomplete
tumpes tumpas1,tumpes,tumpas,,,,,,,,,,,,False,无有效定义,incomplete
tumpu,tumpu,tumpu,3,kata kerja tak transitif,bahasa basahan,sampai masa berlakunya sesuatu,"Dr mula matahari timbul hingga tumpu senjakala, jejak babi hutan yg diburunya itu tidak juga bertemu. / Semalam hujan renyai hingga tumpu waktu subuh. kata kerja transitif",,,,,,,False,拟声词,interjection
tumpur,tumpur,tumpur,2,adjektif,bahasa basahan,bankrap atau jatuh miskin;,,,,,,kt,,False,拟声词,interjection
tunam2,tunam2,tu-nam,,,,,,,,Mn,,,,False,无有效定义,incomplete
tunang2,tunang2,tunan,,,bahasa klasik,,,,,,,,,False,无有效定义,incomplete
tundang,tundang,tun-dan,,,,,,,,Jakarta,,,,False,无有效定义,incomplete
tunduk,tunduk,tun-du?,1,kata nama,,-,,,,,,,,False,无有效定义,incomplete
tungau? yL,tungau? yL,tunaw,,,kata arkaik,,,,,Mn,,,,False,无有效定义,incomplete
menunggalkan,tunggal,me-nun:gal-kan,2,kata kerja transitif,,,,,"ditunggalkan, tunggalkan",,,,,False,无有效定义,incomplete
burung tunggu taman tunggu,burung tunggu ta-,tun.gu,,,,,,,,Mn,,,,False,无有效定义,incomplete
tunggul 3,tunggul 3,tungul,,,,k/,,,,,,,,False,无有效定义,incomplete
tungkul3,tungkul3,tun.ku1,,,,,,,,Mn,,,,False,无有效定义,incomplete
tungkum,tungkum,tun-kum,,,,,,,,,,,,False,无有效定义,incomplete
tunjam,tunjam,tun-d3am,,,,,,,,,,,,False,无有效定义,incomplete
tunjang3,tunjang3,tun-d3an,,,,,,,,Javanese,,,,False,无有效定义,incomplete
tunjuk1,tunjuk1,tun-d3u?,3,kata kerja,bahasa basahan,berkaitan dengan membeli atau menempah sesuatu sama ada secara terus atau dalam talian,"Zaman sekarang ramai para ibu yg tidak berkesem. patan nak buat biskut raya, cuma biskut tunjuk saja / Dulu masa saya bekerja memang berbuka dengan lauk tunjuk sahaja. kata kerja transitif",,,,,,,False,拟声词,interjection
menunjuk,tunjuk1,,3,kata kerja tak transitif,bahasa basahan,memperlihatkan kelebihan diri sendiri kepada orang lain,"Jangan salah faham, tidak terniat langsung hendak menunjuk. kata kerja transitif",,"ditunjuk, tunjuk",,,,,False,拟声词,interjection
tuntas,tuntas,tuntas,3,adjektif,singkatan bagi,kat dan tegas;.,,,,,,,,False,元数据条目,meta
tuntung',tuntung',tun-tun,,,,,,,,Mn,,,,False,无有效定义,incomplete
TUOS,TUOS,,,,singkatan bagi,Trained Under Other Schemes (Terlatih Di Bawah Skim-Skim Lain). TUOS merupakan latihan yg diberikan kepada guru-guru.,,,,,,,,False,元数据条目,meta
tup,tup,tup,,,,,,,,Kedah,,,,False,无有效定义,incomplete
tup-tup,tup-tup,tup tup,,kata adverba,bahasa basahan,tiba-tiba atau tengok-tengok,"Si kakak yg beria-ia bercinta, tup-tup si adik yg kahwin dulu.",,,,,,,False,拟声词,interjection
tupuk,tupuk,,,,,,,,,Kelantan,,,,False,无有效定义,incomplete
tupuk lemah,tupuk lemah,tupu?,,,,,,,,,,,,False,无有效定义,incomplete
tura,tura,tura,,,,,,,,,,,,False,无有效定义,incomplete
turne,turne,tur-ne,,kata kerja tak transitif,bahasa basahan,"berpergian utk melakukan sesuatu tugas atau meninjau sesuatu daerah, kawasan dan sebagainya..",,"daripada Belanda tournee daripada Perancis tournee pelawatan ke daerah (utk melakukan tugas)' daripada Latin tornare memusingkan, membulatkan'Jones",,Indonesia,,,,False,拟声词,interjection
tursi,tursi,tursi,,kata nama,bahasa basahan,terusi.,,,,,,,,False,拟声词,interjection
memperturun,me-,mempar.tu-run,,,,,,,,,,,,False,无有效定义,incomplete
turunan,me-,turunan,6,kata nama,bahasa basahan,penurunan;,,,,,,boleh,,False,拟声词,interjection
tut4,tut4,tut,,kata nama,bahasa basahan,"kata-kata yg tidak patut diluahkan spt kata lucah, kata kasar atau kata tabu","Apalah rasa lauk ni, macam rasa tut saia,""( omel Pak Kusin.",,,,,,,False,拟声词,interjection
tutup,tutup,tutup,2,kata kerja tak transitif,bahasa basahan,"(berkenaan dengan rumah, pejabat dan sebagainya) tidak dibuka pintu atau tingkapnya",Aku tengok rumahnya tutup saja! kata nama,,,,,,,False,拟声词,interjection
tutup kedai,tutup,,a,,bahasa basahan,"(berkenaan dengan per. niagaan, perusahaan dan sebagainya) menghentikan operasi yg dijalankan",Tuan punya bisnes tutup kedai kerana rugi. / Mereka mahu syarikat akhbar itu tutup kedai.,,,,,,,False,拟声词,interjection
tutup kedai,tutup,,b,,bahasa basahan; kiasan,(berkenaan dengan wanita yg telah mempunyai anak) tidak akan hamil atau melahirkan anak lagi;,,,,,,,,False,拟声词,interjection
tutup-tutup,tutup,tutup tu.tup,1,kata kerja tak transitif,bahasa basahan,(berkenaan dengan pakaian) menutup aurat,Sudah berpuluh kali dia menyatakan yg dia tidak suka baju yg tutup-tutup begitu.,,,,,,,False,拟声词,interjection
tutup-tutup,tutup,tutup tu.tup,2,kata kerja tak transitif,bahasa basahan,semua pintu atau tingkap. nya ditutup,Rumahnya bukan setakat tutup-tutup macam biasa tetapi dikunci dan bermangga besar. kata kerja transitif,,,,,,,False,拟声词,interjection
tutup,tutup,tu-tup,,,,,,,,Kelantan,,,,False,无有效定义,incomplete
tutup pintu,tutup pintu,tu-tup pin-tu,2,kata kerja tak transitif,bahasa basahan,menutup pintu;,,,,,,,,False,拟声词,interjection
"penutur jati, penutur natif",mempertuturkan,"drp MP *tutur: . Tag ASAL: *tutur: Ban tutur; MPP tutol keterangan, Wol potutu tutur'",,,,,,,,,,,,False,无有效定义,incomplete
tutur,tutur,tu-tur,,,,kI,,,,,,,,False,无有效定义,incomplete
TV,TV,,,,singkatan bagi,televisyen.,,,,,,,,False,元数据条目,meta
TYT,TYT,,,,singkatan bagi,"Tuan Yang Terutama. TYT ialah gelaran utk ketua negeri bagi Melaka, Pulau Pinang, Sabah dan Sarawak. T",,,,,,,,False,元数据条目,meta
U2,U2,,1,,simbol bagi,Utara;,,,,,,,,False,单字符/符号,symbol
U2,U2,,2,,simbol bagi,uranium;,,,,,Kimia,,,False,单字符/符号,symbol
U2,U2,,3,,simbol bagi,klasifikasi filem utk tontonan umum;,,,,,,,,False,单字符/符号,symbol
U2,U2,,4,,singkatan bagi,universiti.,,,,,,,,False,单字符/符号,symbol
uar,uar,uwar,,,,,,,,,,,,False,无有效定义,incomplete
ubang,ubang,u-ban,,,kata arkaik,,,,,,,,,False,无有效定义,incomplete
uber,uber,uber,,,,ld,,daripada Jakarta{Kamus Dewan},,,,,,False,无有效定义,incomplete
ubi bujuk,duduk,,,,,ubi.,,,,,,,,False,无有效定义,incomplete
ubit,ubit,ubit,,,,,,,,,,,,False,无有效定义,incomplete
ubrak-abrik,ubrak-abrik,ub-ra? abri?,,,,,,,,Javanese,,,,False,无有效定义,incomplete
uca,uca,ut$a,,,,,,,,NS,,,,False,无有效定义,incomplete
ucek,ucek,utfe?,,,,,,,,Javanese,,,,False,无有效定义,incomplete
udah,udah,u-dah,1,kata bantu,bahasa basahan,"digunakan utk menyatakan makna telah berlaku sesuatu perbuatan, peristiwa atau keadaan","Duit bonus udah habis aku belanjakan. / Kalau emak udah marah, jangan lalu di depan atau di belakangnya. kata seru",,,,,,,False,拟声词,interjection
udah,udah,u-dah,2,kata seru,bahasa basahan,"digunakan utk menyatakan makna setakat itu sahaja, tidak perlu diteruskan lagi","Udah, ja. ngan menangis lagi!",,,,,,,False,拟声词,interjection
udak,udak,uda?,,,,,,,,Jakarta,,,,False,无有效定义,incomplete
udap,udap,udap,,,,,,,,,,,,False,无有效定义,incomplete
udar2,udar2,udar,,,,,,,,Kedayan; Brunei,,,,False,无有效定义,incomplete
udek,udek,uda?,,,,,,,,Javanese,,,,False,无有效定义,incomplete
wuduk1 uduk2,wuduk1,udu?,,,,,,,,Jakarta,,,,False,无有效定义,incomplete
UFO,UFO,,,,singkatan bagi,unidentified flying object (objek terbang yg tidak dapat dikenal pasti)..,,,,,,,,False,元数据条目,meta
ugam,ugam,u:gam,,,,,,,,Sarawak,,,,False,无有效定义,incomplete
ugem,ugem,u:gem,,,,,,,,Javanese,,,,False,无有效定义,incomplete
ugu,ugu,u:gu,,,,,,,,NS,,,,False,无有效定义,incomplete
uis,uis,uwis,,,,,,,,,,,,False,无有效定义,incomplete
UiTM,UiTM,,,,singkatan bagi,"Universiti Teknologi MARA. UiTM dahulunya dikenali sebagai Institut Teknologi MARA, ditubuhkan pada 1967 dan bertujuan utk menyediakan peluang pendidikan bertaraf profesional kepada kaum bumiputera bagi memenuhi kehendak pasaran dan pelanggan di samping mendukung dasar pembangunan negara.",,,,,,,,False,元数据条目,meta
ujan,ujan,ud3an,,kata nama,bahasa basahan,hujan,Hari dah nak ujan!,,,,,,,False,拟声词,interjection
akar getah ujul,akar getah ujul,ud3ul,,,,,,,,,,,,False,无有效定义,incomplete
ujul,ujul,ud3ul,,,,,,,,,,,,False,无有效定义,incomplete
ujung,ujung,ud3un,,kata nama,bahasa basahan,hujung.,,,,,,,,False,拟声词,interjection
UKM,UKM,,,,singkatan bagi,"Universiti Kebangsaan Malaysia. UKM ditubuhkan pada 18 Mei 1970, dan merupakan universiti terpilih utk memartabatkan bahasa Melayu sebagai bahasa ilmu bagi percambahan pe. mikiran saintifik, penyaluran idea dan pemindahan pengetahuan yg selaras dengan budaya kebangsaan.",,,,,,,,False,元数据条目,meta
ulan jantan,ulan jantan,ulan d3an-tan,,,,,,,,,,,,False,无有效定义,incomplete
ulap-ulap,ulap-ulap,ulap ulap,,,,,,,,,,,,False,无有效定义,incomplete
"spt memalu ular dalam benih, ular jangan mati, benih jangan rosak ular dipukul",ular laut,,,,,ul,,,,,,,,False,无有效定义,incomplete
ular3,ular3,ular,,,,,,,,,,,,False,无有效定义,incomplete
ulasan,ulas3,,,,,[,,,,,,,,False,无有效定义,incomplete
ules,ules,ulas,,,,,,,,Jakarta,,,,False,无有效定义,incomplete
ulik2,ulik2,uli?,,,,,,,,Sunda,,,,False,无有效定义,incomplete
ulin,ulin,u1in,,,,,,,,Kedayan; Brunei,,,,False,无有效定义,incomplete
UM,UM,,,,singkatan bagi,"Universiti Malaya. UM ialah universiti tertua di Malaysia dan ditubuhkan pada tahun 1949 di Singapura. Setelah berpecah kepada dua bahagian pada tahun 1959, iaitu satu di Kuala Lumpur menjadi Universiti Malaya dan satu lagi di Singapura menjadi Universiti Nasional Singapura, dan UM kemudiannya secara rasmi ditubuhkan pada 1 Januari 1962.",,"daripada Arab umm ibu; asal usul, dasar'",,,,,,False,元数据条目,meta
uman,uman,uman,,,,,,,,Javanese,,,,False,无有效定义,incomplete
umbai2,umbai2,um-baj,,kata nama,,,,,,,,,,False,无有效定义,incomplete
umbang1,umbang1,um-ban,,,,.,,daripada MPBP umban mengapung': Old Javanese umban,,,,,,False,无有效定义,incomplete
umbang-ambing,umbang-ambing,um-ban am-bin,,,,,,,,,,,,False,无有效定义,incomplete
umbara,umbara,um:bara,,,,,,"daripada MJP *quBi: Sunda hui?/ MJP *qumBi; MPP qui. Tagalog Pubi, Tonga Pufi",,,,,,False,无有效定义,incomplete
umbing,umbing,umbin,,,,,,,,Perak,,,,False,无有效定义,incomplete
mengumbut,mengumbut;,me-numbut ||men-um-but,,,,,,,,,,,,False,无有效定义,incomplete
UMK,UMK,,,,singkatan bagi,"Universiti Malaysia Kelantan. UMK ditubuhkan pada bulan Julai 2007 dan beroperasi di Bachok sebagai kampus utama, Jeli sebagai kampus kedua dan Pangkalan Chepa yg merupakan kampus sementara.",,,,,,,,False,元数据条目,meta
UMP,UMP,,,,singkatan bagi,"Universiti Malaysia Pahang.UMP ialah universiti teknikal yg ditubuhkan pada tahun 2002 yg menawarkan pelbagai program berteraskan kejuruteraan dan teknologi. Kampus tetap UMP mula beroperasi di Kuala Pahang, Pekan pada 27 Julai 2009 selain di Gambang.",,,,,,,,False,元数据条目,meta
habis umpan kerong-kerong tak dapat umpan,"mengumpan,",,,,,an,,,,,,,,False,无有效定义,incomplete
umpet,umpet,um-pet,,,,,,,,Jakarta,,,,False,无有效定义,incomplete
umph,umph,ump,1,kata nama,bahasa basahan,"rasa lebih sedap, bertenaga, menarik dan sebagainya",Teh ini ada umph!. adjektif,,,,,,,False,拟声词,interjection
umph,umph,ump,2,adjektif,bahasa basahan,"(berkenaan dengan orang atau sesuatu) canggih, cantik atau menarik","Ketika di kolej dahulu, Gerardlah yg paling umph!.",,,,,,,False,拟声词,interjection
UMT,UMT,,,,singkatan bagi,Universiti Malaysia Terengganu. UMT bermula sebagai Pusat Perikanan dan Sains Samudera pada tahun 1979 yg menyediakan kemudahan latihan pelajar Program Perikanan dan Sains Samudera di samping menyediakan kemudahan penyelidikan utk pensyarah. Nama lama UMT ialah Kolej Universiti Sains dan Teknologi Malaysia dengan singkatan KUSTEM. akar,,,,,,,,False,元数据条目,meta
umu akar umu akar2,umu,umu,,,,,,,,,,,,False,无有效定义,incomplete
UN,UN,,,,singkatan bagi,United Nation (Pertubuhan Bangsa-Bangsa Bersatu lihat PBB,,,,,,,,False,元数据条目,meta
uncit1,uncit1,untSit,,,,,,,,,,,,False,无有效定义,incomplete
uncu,uncu,untSu,1,kata nama,bahasa basahan,panggilan kekeluargaan bagi anak paling akhir dilahirkan dalam keluarga;,,,,,,bongsu;,,False,拟声词,interjection
unda,unda,un-da,,kata nama,bahasa basahan,panggilan kepada bonda.,,,,,,,,False,拟声词,interjection
undak1,undak1,un-da?,,,bahasa klasik,,,,,,,,,False,无有效定义,incomplete
undak2,undak2,un-da?,,,,,,,,Javanese,,,,False,无有效定义,incomplete
undan1,undan1,undan,,,,,,,,,,,,False,无有效定义,incomplete
undang2,undang2,un.dan,,,,,,,,,,,,False,无有效定义,incomplete
undur,undur,un-dur,,,,,,daripada MPBP undur: Kadazan unduI,,,,,,False,无有效定义,incomplete
ungam,ungam,unam,,,kata arkaik,,,,,,,,,False,无有效定义,incomplete
unggu,unggu,un:gu,,,,,,,,,,,,False,无有效定义,incomplete
ungkah,ungkah,un.kah,,,kata arkaik,,,,,Mn,,,,False,无有效定义,incomplete
ungkap,ungkap,un-kap,,,,,,,,,,,,False,无有效定义,incomplete
ungkat,ungkat,un.kat,,,,JkJw,,,,,,,,False,无有效定义,incomplete
ungkir,ungkir,un.kir,,,kata arkaik,,,,,,,,,False,无有效定义,incomplete
ungkul,ungkul,unkul,,,,,,,,Jakarta,,,,False,无有效定义,incomplete
ungkur,ungkur,un.kur,,,,,,,,Javanese,,,,False,无有效定义,incomplete
ungsi,ungsi,unsi,,,,,,,,,,,,False,无有效定义,incomplete
UniKL,UniKL,,,,singkatan bagi,"Universiti Kuala Lumpur. UniKL ialah. institusi pengajian tinggi swasta yg ditubuhkan pada 20 Ogos 2002 di Kuala Lumpur, bertujuan utk melahirkan graduan dalam bidang teknikal.",,,,,,,,False,元数据条目,meta
